title,addr,areacode,sigungucode,contentid,mapx,mapy,is_outdoor,tag
장복산조각공원,경남 창원시 진해구 장복산길 56-42,36,16,126138,128.6610315,35.17511617,1,12
장봉도,인천 옹진군 북도면 장봉리,2,9,128005,126.3473046,37.53376356,1,9
장봉도 옹암해변,인천 옹진군 북도면 장봉로 227,2,9,125497,126.3679055,37.53102257,1,9
장봉도 진촌해변,인천 옹진군 북도면 장봉로 740-71,2,9,129252,126.3340859,37.55039195,1,9
장봉도 한들해수욕장,인천 옹진군 북도면 장봉로465번길 70,2,9,129251,126.3468409,37.52883912,1,9
장봉마을,인천 옹진군 북도면 장봉로26번길 68-15,2,9,128511,126.3807375,37.53681379,1,10
장봉선착장,인천 옹진군 북도면 장봉리 20-22,2,9,2768203,126.3844763,37.53061735,1,9
장불재 (무등산권 국가지질공원),광주광역시 북구 무등로 1550,5,4,2614858,126.9890014,35.14414583,1,9
장사도,경남 통영시 한산면 장사도길 95,36,17,578415,128.5599804,34.7123439,1,9
장사도 가배 유람선,경남 거제시 동부면 거제남서로 2271-1,36,1,2388680,128.5688111,34.78520259,0,12
장사도 유람선,경남 거제시 남부면 근포1길 71,36,1,2552450,128.5862835,34.72048235,0,12
장사도대포크루즈,경남 거제시 남부면 대포길 77,36,1,2783944,128.5860836,34.71511073,0,12
장사도해상공원,경남 통영시 한산면 장사도길 95,36,17,1905631,128.5599804,34.7123439,1,12
장사상륙작전 전승기념공원,경북 영덕군 남정면 동해대로 3560,35,12,2732159,129.378982,36.28013548,1,12
장사어촌체험마을,강원 속초시 장사항해안길 58,32,5,129027,128.5880299,38.22672143,1,10
장사항,강원 속초시 장사항해안길 58,32,5,250344,128.5880299,38.22672143,1,9
장사해수욕장,경북 영덕군 남정면 동해대로 3592,35,12,126097,129.3755822,36.28243793,1,9
장산 (부산 국가지질공원),부산 해운대구 장산로 331-18,6,16,2614727,129.1681899,35.18110537,1,9
장산(영월),강원 영월군 상동읍 구래리 산 1-16,32,8,127298,128.8408791,37.14450704,1,9
장산도,전남 신안군 장산면 장산중앙길 2,38,12,127763,126.14901,34.64318561,1,9
장산서원,경북 경주시 안강읍 옥산서원길 377-2,35,2,1959160,129.1577006,36.02281875,1,6
장산숲,경남 고성군 마암면 옥천로 352,36,3,2613122,128.3266888,35.05936201,1,9
장산전망대,경기 파주시 문산읍 장산리,31,27,2782027,126.790815,37.8931545,0,1
장삼포해수욕장,충남 태안군 고남면 장곡리,34,14,128922,126.3600109,36.42264786,1,9
장생의숲길,제주 제주시 명림로 584 (봉개동),39,4,3038479,126.6303736,33.43976647,1,9
장생포 고래문화마을,울산 남구 장생포고래로 271-1,7,2,2381176,129.383165,35.50598406,1,10
장생포 고래바다여행선,울산 남구 장생포고래로 244,7,2,769495,129.3808541,35.50281493,0,12
장생포 모노레일,울산 남구 장생포고래로 246,7,2,2638479,129.3813402,35.50297047,1,10
장생포 문화창고,울산 남구 장생포고래로 110 (장생포동),7,2,3027519,129.3673164,35.5035257,1,10
장선천,전북 완주군 운주면 장성리 577,37,8,1614156,127.2620634,36.10512481,1,9
장성 관수정,전남 장성군 삼계면 천방길 5,38,19,3078016,126.6596802,35.26815127,1,6
장성 상무평화공원,전남 장성군 삼계면 영장로 1718-1,38,19,3078019,126.6692076,35.25102281,1,12
장성 입암산성,전남 장성군 북하면 신성리 산 20,38,19,127204,126.8251297,35.4766471,1,6
장성 자라뫼마을 [농촌전통테마],전남 장성군 북이면 백양로 26,38,19,800812,126.8087324,35.42876892,1,10
장성 황룡 전적,전남 장성군 물뫼길 25 동학농민혁명 황룡전적비,38,19,250289,126.7554627,35.29509983,1,6
장성공설운동장,전남 장성군 장성읍 황룡강동쪽자전거길 732,38,19,3449005,126.7815184,35.30955141,1,10
장성공원,전남 장성군 장성읍 충무길 36,38,19,3427465,126.783574,35.29810552,1,9
장성군생활체육공원,전남 장성군 장성읍 문화로 92-18,38,19,3451864,126.7717111,35.30250204,1,10
장성무궁화공원,전남 장성군 장성읍 영천리,38,19,3019042,126.7838962,35.29763613,1,12
장성원덕리미륵석불,전남 장성군 북이면 원덕리,38,19,231904,126.8105177,35.45356614,1,6
장성향교,전남 장성군 장성읍 성산2길 102,38,19,1624473,126.8142151,35.32420308,1,6
장성호 문화예술공원,전남 장성군 북하면 송정공원길 11-1,38,19,3078017,126.8491208,35.41810692,1,12
장성호 수변길,전남 장성군 장성읍 봉덕리,38,19,2633951,126.8230688,35.36606516,1,1
장성호관광지,전남 장성군 백양로 591-8 장성북상면수몰문화관,38,19,127719,126.8510679,35.41405741,1,0
장성호수변공원,전남 장성군 장성읍 신흥로 138,38,19,2778474,126.8171085,35.3562245,1,12
장수 논개생가마을 [농촌전통테마],전북 장수군 장계면 논개생가길 21-5,37,11,606203,127.620454,35.67834077,1,10
장수 봉덕리 느티나무,전북 장수군 천천면 고금길 48,37,11,1624631,127.5290884,35.73522716,1,9
장수 장수리 의암송,전북 장수군 장수읍 호비로 10,37,11,1624659,127.5212858,35.64738421,1,9
장수공원(열녀문),서울 양천구 신월동,1,19,2611601,126.8476147,37.52275422,1,12
장수누리파크,전북 장수군 장수읍 논개사당길 65,37,11,2606189,127.5232664,35.64111551,1,12
장수대,강원 인제군 북면 설악로 4193,32,10,125786,128.3418528,38.11942361,0,1
장수동은행나무,인천 남동구 장수동,2,4,3074683,126.7697153,37.46043229,1,9
장수마을,서울 성북구 삼선교로4길 146-23 (삼선동1가),1,17,3043878,127.0085984,37.58169469,1,10
장수물빛공원(물빛공원),전북 장수군 번암면 지지로 97-21,37,11,2787949,127.5425728,35.54064389,1,12
장수암,경남 창원시 마산합포구 구산면 원전1길 141,36,16,3386455,128.6270984,35.07230208,1,6
장수양악탑,전북 장수군 계북면 양악길 156-12,37,11,127121,127.6423293,35.80381304,1,1
장수조이월드,경북 영주시 장수면 충효로2032번길 46,35,14,127387,128.5614263,36.765223,1,12
장수풍뎅이마을,전남 장흥군 유치면 반월리,38,20,596705,126.8131918,34.81154702,1,10
장수향교,전북 장수군 장수읍 향교길 31-14,37,11,126404,127.5230801,35.64804527,1,6
장승포 해안일주도로,경남 거제시 장승포해안로 18 (장승포동),36,1,2774844,128.7319365,34.86284408,1,9
장승포수변공원,경남 거제시 장승로 146-12,36,1,3011181,128.7259341,34.86700184,1,12
장승포항,경남 거제시 장승로 138,36,1,793469,128.7246565,34.86631578,1,9
장승포항 벽화골목(장승포 기적의 길),경남 거제시 장승포로3길 1,36,1,2719883,128.7273062,34.86826284,1,10
장신유원지,강원 고성군 간성읍 소똥령마을길 32,32,2,125739,128.3782457,38.33095799,1,12
장안 창작마당,전남 순천시 금곡길 43 (금곡동),38,11,3062188,127.4803712,34.95466169,1,10
장안공원,경기 수원시 장안구 팔달로 238,31,13,2741599,127.0114759,37.28755665,1,12
장안근린공원,서울 동대문구 장한로 191 (장안동),1,11,2763675,127.0719344,37.57764908,1,12
장안남산체육공원,경기 화성시 장안면 사랑리 689,31,31,2747211,126.8347366,37.07814442,1,12
장안문(長安門),경기 수원시 팔달구 정조로 910,31,13,264390,127.0142423,37.28887044,1,6
장안사(부산),부산 기장군 장안읍 장안로 482,6,3,126831,129.2328734,35.37456822,1,6
장안사(예천),경북 예천군 용궁면 향석리,35,16,479578,128.3147592,36.57975072,1,6
장안사계곡,부산 기장군 장안읍 장안로 482,6,3,2758489,129.2328151,35.3744349,1,9
장안산군립공원,전북 장수군 계남면 장안리,37,11,126258,127.5441871,35.625326,1,9
장안정사,경기 고양시 일산동구 백마로502번길 64-13,31,2,2735324,126.8023094,37.66061793,1,6
장안해수욕장,충남 보령시 웅천읍,34,5,129638,126.5404199,36.20023201,1,9
장암 정호 묘소,충북 괴산군 불정면 지장리,33,1,1678501,127.8185925,36.87321627,1,6
장암정,전남 영암군 영암읍 무덕정길 67,38,17,1624477,126.7308742,34.80589073,1,6
장어구이거리,경남 창원시 마산합포구 수산1길 74,36,16,2615296,128.5757522,35.19989517,1,10
장욱진 고택,경기 용인시 기흥구 마북로 119-8 (마북동),31,23,2612877,127.1205684,37.30119313,1,6
장원목장,전북 익산시 웅포면 용골길 25,37,9,1582519,126.9093887,36.13068242,1,10
장유대청계곡,경남 김해시 장유면 월산로,36,4,126591,128.7755407,35.18536433,1,9
장유사(김해),경남 김해시 대청계곡길 170-563,36,4,250431,128.7532145,35.19876797,1,6
장유스파랜드,경남 김해시 대청로104번길 84 (삼문동),36,4,3083295,128.8072795,35.1878924,0,7
장유율하카페거리,경남 김해시 관동동,36,4,2779027,128.794531,35.17322437,1,10
장육사,경북 영덕군 창수면 장육사1길 172,35,12,126187,129.3018349,36.59877555,1,6
장의사(고성),경남 고성군 거류면 신용9길 295,36,3,479601,128.3908047,34.98371331,1,6
장자교 스카이워크,전북 군산시 옥도면 장자도리,37,2,3041359,126.4002813,35.81301278,0,1
장자교(군산),전북 군산시 옥도면 선유도리,37,2,2703773,126.4005313,35.81119077,1,1
장자도,전북 군산시 옥도면 장자도1길 26-2,37,2,126299,126.3977955,35.81057413,1,9
장자도선착장,전북 군산시 옥도면 장자도1길 10,37,2,2748760,126.3951207,35.8100797,1,9
장자도여객터미널,전북 군산시 옥도면 장자도1길 10,37,2,2748799,126.3951207,35.8100797,0,12
장자호수공원,경기 구리시 토평동 878,31,6,129550,127.140689,37.5862271,1,12
장자호수공원생태체험관,경기 구리시 장자호수길 76-42 (교문동),31,6,3447439,127.1386032,37.58317742,1,9
장재영가옥,전북 장수군 번암면 원노단길 15,37,11,1624767,127.5428091,35.53237817,1,6
장전계곡,강원 평창군 진부면 장전길 2,32,15,127140,128.5645959,37.5009968,1,9
장좌마을,전남 완도군 완도읍 장좌길 8,38,18,129042,126.7293213,34.35974631,1,10
장지저수지,경기 화성시 경기동로 378,31,31,2759592,127.1088569,37.15187131,1,9
장지체육공원,경기 화성시 동탄대로4가길 6,31,31,2743335,127.1108593,37.15981488,1,12
장척계곡,경남 김해시 상동면 장척로 544,36,4,127093,128.9247721,35.28830829,1,9
장천사,전남 구례군 용정길 19-11,38,5,3005995,127.5184783,35.19930703,1,6
장천서원,경북 상주시 낙동면 양진당길 59-15,35,9,1959162,128.2286868,36.36617629,1,6
장철성고택,전북 김제시 금구면 서도길 69,37,3,1600674,127.0026536,35.77034733,1,6
장촌마을,전남 여수시 삼산면 서도리,38,13,129104,127.2952347,34.05434808,1,10
장춘사(함안),경남 함안군 칠북면 북원로 110-1,36,19,128685,128.5586141,35.32746664,1,6
장충단공원,서울 중구 동호로 261,1,24,126491,127.0041162,37.55760297,1,12
장충동 족발 골목,서울 중구 장충단로 176,1,24,699279,127.0057826,37.56048322,1,10
장태산자연휴양림,대전 서구 장안로 461,3,3,129438,127.3412756,36.215958,1,9
장판각,대전 동구 충정로 53,3,2,1624029,127.45752,36.34714229,1,6
장포항,경남 남해군 창선면 흥선로1505번길 7-25,36,5,2782831,128.0663227,34.84427595,1,9
장풍숲,경남 거창군 마리면 율리,36,2,1577195,127.8529877,35.72484518,1,9
장항 스카이워크 (기벌포 해전 전망대),충남 서천군 장항산단로34번길 122-16,34,8,2014285,126.6655773,36.01856603,0,1
장항마을,전북 남원시 산내면 장항안길 8-1,37,4,2794620,127.617422,35.42463055,1,6
장항송림산림욕장 (장항 솔숲),충남 서천군 장항읍 장항산단로34번길 122-16,34,8,1937012,126.6655745,36.01848271,1,9
장항습지,경기 고양시 일산동구 장대들길 401 (장항동),31,2,2613655,126.7555476,37.64185261,1,9
장항항,충남 서천군 장항읍 장산로 232,34,8,2782234,126.6841287,36.00862027,1,9
장현식고택,전북 전주시 완산구 향교길 119-6,37,12,1594746,127.1566555,35.81264518,1,6
장호어촌체험마을,강원 삼척시 근덕면 장호항길 62,32,4,128604,129.3182738,37.28609726,1,10
장호항,강원 삼척시 근덕면 장호항길 103,32,4,128965,129.3176127,37.28784149,1,9
"장호해수욕장(장호항, 장호해변)",강원 삼척시 근덕면 장호리,32,4,125711,129.3139909,37.28554723,1,9
장화리일몰조망지,인천 강화군 화도면 장화리 1408,2,1,2768079,126.3783883,37.61803762,1,9
장회나루,충북 단양군 단성면 장회리,33,2,2610558,128.2537962,36.93158427,1,9
장흥 방촌리 석장승,전남 장흥군 관산읍 장흥대로 1674,38,20,705080,126.9432978,34.55389201,1,6
장흥 방촌리 지석묘군,전남 장흥군 관산읍 방촌리,38,20,705071,126.9442311,34.55148396,1,6
장흥 사인정,전남 장흥군 장흥읍 진흥로 891,38,20,1390155,126.8727821,34.6530436,1,6
장흥 삼산리 후박나무,전남 장흥군 관산읍 산서1길 13,38,20,1391032,126.9566807,34.52322344,1,9
장흥 상선약수마을,전남 장흥군 장흥읍 평화리,38,20,129366,126.9149782,34.66300985,1,10
장흥 어산리 푸조나무,전남 장흥군 용산면,38,20,705115,126.9059633,34.62162823,1,9
장흥 오헌고택 (구 위성탁 가옥),전남 장흥군 관산읍 방촌1길 44,38,20,1390248,126.9397316,34.54894805,1,6
장흥 옥당리 효자송,전남 장흥군 관산읍 효자송길 124,38,20,705019,126.9337986,34.55369187,1,9
장흥 위성룡가옥,전남 장흥군 관산읍 방촌길 101,38,20,1390215,126.9498529,34.54882879,1,6
장흥 참숯가마,경기 양주시 권율로 400,31,18,2949823,126.9597677,37.74489149,0,7
장흥 키조개마을,전남 장흥군 안양면 수문용곡로 107,38,20,705302,127.028669,34.63124865,1,10
장흥 회령진성,전남 장흥군 회진면 회진리,38,20,705154,126.9389332,34.48465524,1,6
장흥관광지,경기 양주시 장흥면 권율로 193,31,18,127968,126.949444,37.73092349,1,12
장흥관광지 한식마을,경기 양주시 장흥면 권율로 193,31,18,612964,126.9414146,37.71754435,1,10
장흥다목적댐 물 문화관,전남 장흥군 유치면 지천길 52-227,38,20,2469450,126.8839426,34.75340474,0,0
장흥댐 신풍갈대습지,전남 장흥군 유치면 신풍리,38,20,3081668,126.8421146,34.7999377,1,9
장흥돌고개유원지,경기 양주시 장흥면 권율로 194,31,18,2754275,126.9496384,37.73111791,1,12
장흥리 산촌생태마을,경기 여주시 금사면 장흥로 355,31,20,2789691,127.4908739,37.39128941,1,10
장흥생활체육공원,경기 양주시 장흥면 삼상리,31,18,3033176,126.9202146,37.68815294,1,12
장흥자생수목원,경기 양주시 장흥면 권율로309번길 167-35,31,18,631568,126.9506574,37.74451637,1,9
장흥자연휴양림,경기 양주시 장흥면 권율로 594,31,18,2751550,126.9685443,37.7582151,1,9
장흥한옥수영장,경기 양주시 장흥면 권율로 322-60,31,18,2754497,126.9582791,37.73978095,1,10
장흥향교,전남 장흥군 장흥읍 교촌남외길 33,38,20,1391098,126.8936103,34.67439988,1,6
재동서원,전남 고흥군 대서면 동서로 243-51,38,2,1957471,127.3041995,34.77651479,1,6
재동유원지,강원 삼척시 근덕면 삼척로 3500,32,4,2702650,129.2295765,37.36599467,1,12
재약산,경남 밀양시 단장면 구천리,36,7,126231,128.9613069,35.52097448,1,9
재인폭포 (한탄강 유네스코 세계지질공원),경기 연천군 연천읍 부곡리 192,31,21,125496,127.1427246,38.07722271,1,9
재인폭포 출렁다리,경기 연천군 연천읍 고문리,31,21,2843976,127.1287067,38.07044269,1,9
재한유엔기념공원 (UN기념공원),부산 남구 유엔평화로 93 유엔기념공원,6,4,126195,129.0953116,35.1277711,1,12
잼버리 공원,전북 부안군 하서면 백련리,37,6,2564150,126.585323,35.70773345,1,12
잼토리 JAMTORY,충북 음성군 대동로537번길 102,33,6,2775016,127.5173092,36.94356381,1,10
저구마을,경남 거제시 남부면 저구2길 15,36,1,2726450,128.6078424,34.73277026,1,10
저구항,경남 거제시 남부면 저구리,36,1,2722251,128.6061092,34.73105097,1,9
저도 콰이강의 다리 스카이워크,경남 창원시 마산합포구 구산면 해양관광로 1872-60,36,16,128278,128.5628541,35.067607,1,1
저도(거제),경남 거제시 장목면 유호리 산88-1,36,1,2638561,128.737729,35.0193739,1,9
저도(딱섬),경남 사천시 저도길 17-11,36,8,128052,128.0305844,34.94356141,1,9
저도(창원),경남 창원시 마산합포구 구산면,36,16,2650458,128.5619875,35.0657933,1,9
저동항,경북 울릉군 울릉읍 도동2길 66,35,17,1506145,130.9057405,37.484465,1,9
"저동해안산책로 (울릉도, 독도 국가지질공원)",경북 울릉군 울릉읍 도동리,35,17,2614676,130.9102513,37.48290416,1,9
저두항,충남 보령시 오천면 원산도리,34,5,2750504,126.4552123,36.36214532,1,9
저산서원(김제),전북 김제시 공덕면 회룡길 423-6,37,3,1600706,126.8815972,35.89843067,1,6
저지문화예술인마을,제주 제주시 한경면 저지14길 28-4,39,4,2765268,126.2671268,33.33954124,1,10
"저지오름(닥몰오름,새오름)",제주 제주시 한경면 중산간서로,39,4,1351196,126.2517755,33.33382219,1,9
적가리골,강원 인제군 기린면 현리,32,10,126697,128.3142608,37.94201315,1,9
적금대교(여수),전남 여수시 화정면,38,13,2657139,127.5230593,34.6203388,1,1
적대봉,전남 고흥군 금산면,38,2,126890,127.1838565,34.47323006,1,9
적량해비치마을,경남 남해군 창선면 흥선로 1196,36,5,1348727,128.0595257,34.86019349,1,10
적벽 (무등산권 국가지질공원),전남 화순군 이서면 적벽로 630,38,24,2614897,127.0874076,35.10394926,1,9
적벽강 (전북 서해안 국가지질공원),전북 부안군 변산면 격포리,37,6,129690,126.4629246,35.63709776,1,9
적벽강(금산),충남 금산군 부리면 적벽강로 697,34,2,126572,127.5911689,36.05080904,1,9
적벽강마을,충남 금산군 부리면 수통리,34,2,2632750,127.5913188,36.05054519,1,10
적상산,전북 무주군 적상면 괴목리,37,5,127741,127.6919628,35.94251205,1,9
적상산사고지,전북 무주군 적상면 산성로 960,37,5,126910,127.6946152,35.94864473,1,6
적상산성 호국사비,전북 무주군 적상면 산성로 1050,37,5,1580402,127.6917905,35.94523674,1,1
적석사,인천 강화군 내가면 연촌길 181,2,1,479632,126.4108459,37.73708264,1,6
적석사 낙조대,인천 강화군 내가면 연촌길 181,2,1,2765235,126.4109764,37.73750482,1,6
적석산,경남 창원시 마산합포구 진전면 적석산길,36,16,128669,128.3706249,35.12328618,1,9
적성향교,경기 파주시 적성면 감악산로 1311-20,31,27,1954319,126.9236147,37.96336536,1,6
적자봉(격자봉),전남 완도군 보길면 부용리,38,18,127207,126.5378044,34.13747635,1,9
적정온도(순향가),전남 순천시 해룡로 579 참좋은시골집,38,11,2819644,127.5280636,34.87283281,1,10
적조사(서울),서울 성북구 흥천사길 49-23,1,17,479649,127.007423,37.5983844,1,6
적천사(청도),경북 청도군 청도읍 원동길 304,35,20,479693,128.7375851,35.61298776,1,6
적촌선착장,경남 통영시 용남면 원평리 293-43,36,17,2789335,128.4629395,34.89980733,1,9
전견훤묘(견훤왕릉),충남 논산시 연무읍 금곡리,34,3,1627027,127.083715,36.11924508,1,6
전고령가야왕릉,경북 상주시 함창읍 회천리,35,9,128745,128.1742138,36.56474428,1,6
전곡리 유적 토층 (한탄강 유네스코 세계지질공원),경기 연천군 전곡읍 양연로 1510,31,21,127407,127.0601924,38.01412302,1,9
전곡항,경기 화성시 서신면 전곡항로 5,31,31,2514428,126.6515891,37.18706192,1,9
전곡항 부잔교,경기 화성시 서신면 전곡항로 21-4,31,31,2757207,126.6520669,37.1870786,1,1
전군가도100리벚꽃길,전북 익산시 목천동,37,9,3082699,126.9208154,35.91933729,1,10
전기필불망비,강원 양구군 남면,32,6,2702467,128.0465733,38.14592321,1,1
전남 강진다원,전남 강진군 성전면 백운로 93-25,38,1,128151,126.7061613,34.74090318,0,0
전남 담양 창평면 [슬로시티],전남 담양군 창평면 돌담길 56-24,38,7,593382,127.0179188,35.23528048,1,6
전남 안전체험 학습장,전남 영광군 법성면 신장길1길 3,38,16,3062908,126.4769921,35.33043005,1,10
전남 완도 청산도 [슬로시티],전남 완도군 청산면 청산로 541,38,18,1933664,126.8952888,34.18079681,1,10
전남권 환경성질환 예방관리센터,전남 보성군 웅치면 대산길 329-126,38,10,2660917,126.9912152,34.69181067,1,10
전농로,제주 제주시 삼도1동,39,4,2778044,126.5171791,33.50459638,1,9
전도갯벌체험장,경남 남해군 동부대로1662번길 18-8 전도마을공동작업장,36,5,2929912,128.0202521,34.831596,1,10
전득이고개,인천 강화군 삼산면 매음리,2,1,3061202,126.3687182,37.67350876,1,9
전라 감영,전북 전주시 완산구 전라감영로 55 (중앙동4가),37,12,3066348,127.1455842,35.81577797,1,6
전라남도 산림연구원,전남 나주시 산포면 다도로 7,38,6,2768883,126.8256637,35.00652249,1,9
전라남도교육청 자연탐구원,전남 장성군 북하면 대흥길 27,38,19,3078015,126.9136574,35.39106664,1,9
전라남도완도자연휴양림,전남 완도군 완도읍 대야일구1길 115,38,18,2795081,126.7024238,34.35270499,1,9
전라좌수영세트장,전북 부안군 변산면 궁항영상길 91,37,6,2564148,126.4659695,35.60985369,0,0
전류리포구,경기 김포시 하성면 전류리,31,8,3393060,126.6632128,37.69815275,1,9
전리단길,부산 부산진구 전포동,6,7,3080294,129.0630414,35.15707278,1,10
전망대활어회센터 (묵호항전망대),강원 동해시 일출로 88,32,3,2791139,129.1172503,37.55160999,0,1
전봉준 장군 생가터,전북 고창군 고창읍 당촌길 41-8,37,1,1597663,126.6683194,35.44878372,1,6
전북 전주 한옥마을 [슬로시티],전북 전주시 완산구 기린대로 99,37,12,264284,127.1536778,35.81833337,1,6
전북대학교 문회루,전북 전주시 덕진구 백제대로 567 (금암동),37,12,3065596,127.132032,35.84079433,1,10
전북대학교 벚꽃길,전북 전주시 덕진구 백제대로 567 (금암동),37,12,3082719,127.132032,35.84079433,1,9
전북에어포스 스쿨,전북 완주군 구이면 덕천리,37,8,2815256,127.1345148,35.74424147,1,10
전북특별자치도 119안전체험관,전북 임실군 임실읍 호국로 1630,37,10,2718998,127.2837719,35.60209908,1,10
전북특별자치도 어린이 창의체험관,전북 전주시 덕진구 조경단로 258-18,37,12,2752449,127.128268,35.85558425,1,10
전사벌왕릉,경북 상주시 사벌국면 화달리,35,9,128738,128.2239239,36.44484778,1,6
전의향교,세종 전의면 북촌1길 5-18,8,1,1626777,127.2007894,36.68051062,1,6
전일빌딩245,광주광역시 동구 금남로 245,5,3,2666987,126.9187325,35.14839972,0,1
전주 남고산성,전북 전주시 완산구 동서학동 641,37,12,126620,127.1581475,35.79634151,1,6
전주 대사습청,전북 전주시 완산구 한지길 56 (풍남동3가),37,12,3065503,127.1535445,35.81768622,1,10
전주 동문예술거리,전북 전주시 완산구 현무2길 38,37,12,2606577,127.1498198,35.8211691,1,10
전주 산성벽화마을,전북 전주시 완산구 교동,37,12,2606240,127.1572165,35.81404504,1,10
전주 영화 제작소,전북 전주시 완산구 전주객사3길 22 (고사동),37,12,3065551,127.1427316,35.81840262,1,10
전주 영화의 거리,전북 전주시 완산구 고사동,37,12,2946487,127.1441703,35.82128287,1,10
전주 이강주,전북 전주시 덕진구 매암길 28 (원동),37,12,229955,127.0272265,35.87376099,0,0
전주 초코파이 체험장,전북 전주시 완산구 간납로 1 (풍남동3가),37,12,2599911,127.155075,35.81685857,0,0
전주 풍남문,전북 전주시 완산구 풍남문3길 1,37,12,126622,127.1486673,35.81370604,1,6
전주 풍패지관 (전주객사),전북 전주시 완산구 충경로 59,37,12,126387,127.1451286,35.81828601,1,6
전주 한옥 마을 한복 색동저고리,전북 전주시 완산구 팔달로 126 (전동),37,12,3066423,127.1487534,35.814056,1,10
전주 한옥마을,전북 전주시 완산구 기린대로 99,37,12,3112039,127.1536278,35.81831671,1,10
전주동물원,전북 전주시 덕진구 소리로 68,37,12,126626,127.1456331,35.85526237,1,12
전주드림랜드,전북 전주시 덕진구 소리로 68,37,12,2790515,127.1443249,35.85516236,1,12
전주목판서화체험관,전북 전주시 완산구 전주천동로 46,37,12,1594500,127.1556501,35.81151474,1,10
전주유씨무실종택,경북 안동시 임동면 수곡용계로 1714-12,35,11,129030,128.923692,36.55344015,1,6
전주이씨광평대군파묘역,서울 강남구 광평로31길 20,1,1,753954,127.0930295,37.48692388,1,6
전주일몽,전북 전주시 완산구 향교길 93 (교동),37,12,3066280,127.1547224,35.81207855,1,10
전주전동성당,전북 전주시 완산구 태조로 51,37,12,250331,127.1492173,35.81330887,1,6
전주전통한지원,전북 전주시 완산구 한지길 100-10,37,12,1594374,127.1535251,35.8158781,1,10
전주천,전북 전주시 완산구 동서학동,37,12,3056623,127.1048142,35.86994332,1,9
전주향교,전북 전주시 완산구 향교길 139,37,12,147684,127.157236,35.81217303,1,6
전촌솔밭해변,경북 경주시 감포읍 동해안로 2006-2,35,2,128680,129.4909087,35.7867184,1,9
전촌항,경북 경주시 감포읍 전촌리 1245-11,35,2,2756667,129.4951915,35.79157072,1,9
전태일동상,서울 종로구 종로5가,1,23,2762867,127.0067156,37.56965439,1,1
전통염료식물원,서울 용산구 서빙고로 137,1,21,1604580,126.9804026,37.52413976,1,9
전평제,광주광역시 서구 전평길 1,5,5,1621573,126.8493673,35.1146357,1,9
전포 삼거리,부산 부산진구 진남로 320 (전포동),6,7,2944033,129.0719407,35.153615,1,10
전포공구길,부산 부산진구 서전로37번길 20,6,7,2994179,129.0642802,35.15872817,1,10
전포카페거리,부산 부산진구 동천로 92 (전포동),6,7,1805965,129.0630414,35.15707278,1,10
절골협곡 (청송 국가지질공원),경북 청송군 주왕산면 주산지리 산124,35,21,126046,129.2021305,36.38742268,1,9
절두산 순교성지,서울 마포구 토정로 6,1,13,126528,126.9117222,37.5441501,1,6
절부암,제주 제주시 한경면 용수리,39,4,228864,126.1669748,33.32363866,1,9
절영해안산책로,부산 영도구 해안산책길 52,6,14,252561,129.0411871,35.08124753,1,9
점보빌리지,제주 서귀포시 안덕면 평화로319번길 31-11,39,3,987913,126.3055443,33.2763405,1,12
점봉산,강원 인제군 인제읍 한석산로 2221-101,32,10,125614,128.3621647,38.03553653,1,9
점봉산 곰배령,강원 인제군 기린면 곰배령길 12,32,10,572984,128.3751606,38.03935023,1,9
점새늪연꽃생태공원,대구 동구 대림동 378-1,4,4,2745619,128.7439191,35.86686475,1,9
점촌마을,경남 산청군 단성면 운리,36,9,2792658,127.8921088,35.3247411,1,10
점핑고,충남 천안시 동남구 신촌로 24 (신방동),34,12,3067572,127.1214798,36.78772466,1,10
점핑파크 인천계양점,인천 계양구 용종로 78 (용종동),2,2,3080970,126.7421655,37.54078636,1,10
접도,전남 진도군 의신면 황모길 81,38,21,580086,126.3006027,34.38800838,1,9
정각사(부여),충남 부여군 석성면 왕릉로정각사길 165,34,6,479730,126.9831343,36.25631377,1,6
정감이마을,강원 강릉시 강동면 둔지길 81,32,1,2511677,128.9558541,37.7168822,1,10
정거마을 문화거리,부산 강서구 눌차동,6,1,3015202,128.8487014,35.06657064,1,10
정견대,경북 성주군 수륜면 백운리,35,10,3444677,128.1436215,35.78534355,1,6
정관온천,부산 기장군 정관읍 정관8로 16-5,6,3,3083341,129.1779019,35.32258691,0,7
정광사,울산 남구 정광로4번길 14,7,2,2754498,129.2842113,35.54697481,1,6
정구례고가(정구례옛집),전북 김제시 장화2길 150-5,37,3,1600719,126.8585497,35.77393889,1,6
정글미디어파크,경북 경주시 보문로 465-67 (신평동),35,2,3444721,129.2902886,35.83971417,1,12
정글어드벤처,경남 진주시 판문로 155,36,13,2796959,128.0404246,35.1810488,1,10
정글의 법칙 미디어파크,경북 경주시 보문로 465-67,35,2,2899283,129.2902886,35.83971417,1,12
정금마을,경남 하동군 화개면 정금리 산172,36,18,2786985,127.6411838,35.21302707,1,10
정금차밭,경남 하동군 화개면 정금리 산 144,36,18,2713281,127.6435835,35.21549627,0,0
정기룡장군유적지(충의사),경북 상주시 사벌국면 충의로 230,35,9,127444,128.2132887,36.44458651,1,6
정남진 골프리조트,전남 장흥군 장평면 제산기동로 326,38,20,2370269,126.9708143,34.80274232,1,0
