title,addr,areacode,sigungucode,contentid,mapx,mapy,is_outdoor,tag
가거도(소흑산도),전남 신안군 흑산면 가거도길 38-2,38,12,127480,125.1125145,34.07401665,1,9
가계해수욕장,전남 진도군 고군면 신비의바닷길 47,38,21,126273,126.3547412,34.43545949,1,9
가고파 꼬부랑길 벽화마을,경남 창원시 마산합포구 성호서7길 15-8,36,16,2019720,128.5696553,35.2077664,1,10
가곡유황온천&스파,강원 삼척시 가곡면 탕곡리,32,4,2994116,129.2062296,37.15074949,0,7
가금철교 문화공원,경기 의정부시 가능동,31,25,3482667,127.0455151,37.75335316,1,12
가나아트파크,경기 양주시 장흥면 권율로 117,31,18,129194,126.9497497,37.72545191,1,12
가남체육공원,경기 여주시 가남읍 대명산길 98,31,20,2777865,127.5349142,37.20170935,1,12
가덕도,부산 강서구 천성동 308-2,6,1,2715601,128.8169442,35.02296383,1,9
가덕도 등대,부산 강서구 외양포로 10,6,1,129156,128.8295937,35.00064712,1,9
가덕도 연대봉,부산 강서구 천성동,6,1,2726843,128.8216714,35.03175182,1,9
가덕도대항인공동굴,부산 강서구 대항동 393-9,6,1,2789460,128.8274686,35.01330955,0,9
가덕도외양포전망대,부산 강서구 대항동,6,1,3015365,128.8310519,35.00178313,0,1
가덕산,경기 가평군 북면,31,1,125462,127.5683098,37.92023219,1,9
가라산,경남 거제시 남부면 다대리,36,1,127257,128.6303347,34.74105029,1,9
가람리조트,강원 홍천군 두촌면 부채들길 29,32,16,2761729,128.018463,37.83643091,1,0
가력도항,전북 부안군 변산면 새만금로 447-27,37,6,2743285,126.5314023,35.7269248,1,9
가령폭포,강원 홍천군 내촌면 와야리,32,16,125658,128.1595225,37.83265346,1,9
가루매마을,경기 양평군 지평면 옥현리,31,19,1553085,127.6145193,37.45195131,1,10
가리산(포천),경기 포천시 이동면 도평리,31,29,125463,127.408018,38.04505634,1,9
가리산(홍천),강원 홍천군 두촌면 가리산길 260-9,32,16,125593,127.9988087,37.8543979,1,9
가리산자연휴양림,강원 홍천군 두촌면 가리산길 426,32,16,126905,127.9795073,37.86561567,1,9
가리왕산,강원 정선군 정선읍 가리왕산로 707,32,11,127508,128.5634778,37.4618263,1,9
가리왕산케이블카,강원 정선군 북평면 중봉길 41-35,32,11,3068424,128.6097538,37.47425353,1,10
가림상회,충남 부여군 임천면 성흥로97번길 4-5,34,6,2820640,126.8928691,36.18990036,1,10
가마골계곡,전남 담양군 용면 용소길 261,38,7,127423,127.0227047,35.44518737,1,9
가마미해수욕장,전남 영광군 홍농읍 가마미로 355,38,16,126289,126.409077,35.39972939,1,9
가마소계곡,전북 부안군 상서면 청림리,37,6,1625067,126.597968,35.64124956,1,9
가마오름,제주 제주시 한경면 청수서5길 63,39,4,1884191,126.250704,33.3059197,1,9
가막들공원,경기 의왕시 양지편로 41-2,31,24,2745573,126.9956966,37.39169152,1,12
가메창(암메),제주 제주시 한경면 청수로 13-3,39,4,1884202,126.2460707,33.32092353,1,9
가뫼골마을,경남 진주시 명석면 관덕길 174,36,13,128498,128.0324121,35.25865659,1,10
가문이오름(감은이오름),제주 서귀포시 표선면 남조로 1487-73,39,3,1884505,126.6758205,33.40190471,1,9
가배량성,경남 거제시 동부면 가배리,36,1,127268,128.5722053,34.78175859,1,6
가사도,전남 진도군 조도면 가사도길 106,38,21,578400,126.0510003,34.47893028,1,9
가사도 등대,전남 진도군 조도면 가사도돌목길,38,21,129141,126.0429126,34.4611877,1,9
가사동백숲해변,전남 완도군 약산면 해동리,38,18,2615324,126.9277953,34.36983735,1,9
가사해수욕장,전남 완도군 약산면,38,18,1916695,126.9281702,34.37048728,1,9
가산사,충북 옥천군 안내면 안내회남로 671,33,5,294369,127.5973921,36.40158856,1,6
가산산성마을,경북 칠곡군 가산면 가산로 891,35,22,2629074,128.597813,36.05010795,1,10
가산서원,전남 장성군 삼서면 영장로 2015,38,19,1957336,126.6931004,35.23132266,1,6
가산수변공원,경남 양산시 동면 가산리 799,36,10,2784347,129.0178749,35.29506481,1,12
가산수피아,경북 칠곡군 가산면 학하들안2길 105,35,22,2633896,128.4850692,36.08615455,1,9
가새기오름,제주 제주시 오라삼동,39,4,1884521,126.5038612,33.48937008,1,9
가선정,경남 거창군 북상면 송계로 731-42,36,2,1578561,127.816034,35.77887729,1,6
가섭사,충북 음성군 음성읍 가섭길 494,33,6,294390,127.7030557,36.96663397,1,6
가섭암지 마애여래삼존입상,경남 거창군 위천면 상천리,36,2,1579499,127.7941371,35.73454859,1,6
가세오름,제주 서귀포시 표선면 녹산로 554,39,3,1885746,126.7231832,33.39317588,1,9
가시리국산화풍력발전단지,제주 서귀포시 표선면 녹산로 464-78,39,3,3026711,126.73411,33.39393708,0,0
가시오름,제주 서귀포시 대정읍 하모이삼로21번길 1,39,3,1885754,126.250017,33.22363156,1,9
가실벚꽃길,경기 용인시 처인구 포곡읍 가실리,31,23,3023389,127.1923454,37.29331478,1,10
가실성당,경북 칠곡군 왜관읍 가실1길 1,35,22,2513971,128.4049221,35.93681725,1,6
가야공원,부산 부산진구 엄광로 118,6,7,2788410,129.0276892,35.14834533,1,9
가야금산조테마공원,전남 영암군 영암읍 기찬랜드로 19-10,38,17,2732489,126.6856119,34.79196932,1,12
가야금신조기념관,전남 영암군 영암읍 기찬랜드로 19-10,38,17,3459087,126.6856119,34.79196932,1,10
가야랜드,경남 김해시 인제로 368 (삼방동),36,4,2714140,128.8993306,35.26070259,1,12
가야산 돌할매 신비의돌,경북 성주군 수륜면 성주가야산로 278,35,10,3030551,128.1448182,35.80266105,0,1
가야산 소리길,경남 합천군 가야면 가야산로 1200,36,21,2414679,128.1322258,35.7675648,1,9
가야산 야생화식물원,경북 성주군 수륜면 가야산식물원길 49,35,10,129212,128.1418573,35.80312761,1,9
가야산(서산),충남 서산시 해미면 산수리,34,7,125822,126.609106,36.70398643,1,9
가야산국립공원(백운동 지구),경북 성주군 수륜면 백운리,35,10,126023,128.1418102,35.80017794,1,9
"가야산국립공원(홍류동,청량동지구)",경남 합천군 가야산로 1200 가야산국립공원관리사무소,36,21,126022,128.1322258,35.7675648,1,9
가야산역사신화테마관,경북 성주군 수륜면 가야산식물원길 17,35,10,2733515,128.1418796,35.80026127,1,12
가야의 거리,경남 김해시 봉황동,36,4,250121,128.8725475,35.23554659,1,10
가야정원,전남 순천시 해룡면 농주리,38,11,3013529,127.5222505,34.86190894,1,9
가야진사,경남 양산시 원동면 용당들길 43-62,36,10,1236556,128.9023719,35.36753787,1,6
가얏고마을,경북 고령군 대가야읍 정정골길 55,35,3,3337798,128.2607263,35.74145619,1,10
가오실공원,경북 예천군 개포면 가곡리,35,16,128132,128.350819,36.61187271,1,12
가오치선착장,경남 통영시 도산면 도산일주로 542-55,36,17,2785625,128.312694,34.90878142,1,9
가왕 송흥록·국창 박초월 생가,전북 남원시 운봉읍 비전길 7,37,4,2788127,127.5626899,35.45757586,1,6
가우도,전남 강진군 도암면 월곶로 473,38,1,2024432,126.7726523,34.52837259,1,9
가우도 모노레일,전남 강진군 가우도길 2-87,38,1,3006493,126.7847455,34.53397494,1,10
가우도 출렁다리,전남 강진군 도암면 신기리,38,1,2514003,126.7717357,34.52886696,1,1
가원습지 생태자연공원,강원 동해시 지가동 77-6,32,3,2714889,129.1070564,37.4736521,1,9
가월리 · 주월리 구석기 유적,경기 파주시 적성면 달빛길 345,31,27,2569494,126.9042298,37.98419314,1,6
가을동화 감귤밭,제주 서귀포시 서홍동,39,3,3410648,126.5518123,33.25562722,1,10
가의도,충남 태안군 근흥면 가의도길,34,14,125848,126.0749441,36.67308364,1,9
가인 김병로 생가터,전북 순창군 복흥면 하리길 160,37,7,2357441,126.9774224,35.45056932,1,6
가장마을,전북 남원시 운봉읍 가장길 4,37,4,2793231,127.517934,35.41012211,1,10
가정녹색농촌체험마을,전남 곡성군 고달면 가정마을길 120,38,3,128427,127.3712767,35.2263181,1,10
가제산,충남 태안군 이원면 포지리,34,14,3034222,126.290525,36.86463463,1,9
가조 백두산천지온천,경남 거창군 가조면 온천길 161,36,2,127956,128.0229318,35.69853454,0,7
가조도,경남 거제시 사등면 가조로 1298,36,1,2754985,128.5206885,34.95770189,1,9
가조도선착장,경남 거제시 사등면 가조로2길 62,36,1,2754996,128.5261915,34.92857469,1,9
가족문화센터,울산 남구 대공원로 84,7,2,130523,129.2905556,35.53199606,1,10
가지산 쇠점골계곡,경남 밀양시 산내면 얼음골로 177,36,7,2699943,128.9819618,35.58035429,1,9
가지산도립공원(밀양),경남 밀양시 산내면,36,7,126027,128.9804564,35.58033482,1,9
가진항,강원 고성군 죽왕면 가진해변길 121-12,32,2,2514820,128.5133184,38.36822293,1,9
가진해변,강원 고성군 죽왕면 가진리 495-6,32,2,126785,128.4546325,38.44285752,1,9
가창 찐빵 골목,대구 달성군 가창면 가창로 1099,4,3,2034446,128.6222233,35.8027142,1,10
가천 다랭이마을,경남 남해군 남면 홍현리 남면로 679번길 21,36,5,127778,127.8943963,34.7279804,1,10
가탄마을,경남 하동군 화개면 탑리,36,18,2785941,127.6380179,35.19514014,1,10
가톨릭 목포 성지,전남 목포시 산정동,38,8,3006131,126.3857937,34.79963019,1,6
가파도,제주 서귀포시 대정읍 가파로,39,3,126446,126.2735884,33.16643269,1,9
가파도 소망전망대,제주 서귀포시 대정읍 가파리,39,3,3344437,126.2688166,33.1688018,0,1
가파마을,충남 청양군 대치면 가파로 506-8,34,13,128418,126.880051,36.49780374,1,10
가평 아홉마지기마을,경기 가평군 가평읍 용추로 238,31,1,630461,127.4877443,37.84756972,1,10
가평 연인산마을,경기 가평군 북면 백둔로 417-11,31,1,129285,127.4623783,37.90144075,1,10
가평 연하리향나무,경기 가평군 상면,31,1,1200950,127.3487112,37.79906725,1,9
가평 영양잣마을,경기 가평군 상면 축령로 70,31,1,129407,127.3645382,37.77415933,1,10
가평 현충탑,경기 가평군 가평읍 호반로 2540,31,1,1104176,127.5157483,37.81263541,1,1
가평군목공예영농조합,경기 가평군 가평읍 경춘로 2045-65,31,1,1200751,127.4980943,37.81585693,0,0
가평군어린이음악놀이터,경기 가평군 가평읍 중앙로 10,31,1,3077222,127.5132759,37.82643931,1,10
가평별묘,경기 가평군 설악면 방일리,31,1,1201082,127.491545,37.61968239,1,6
가평학도의용대참전비,경기 가평군 가평읍 문화로 131,31,1,1283850,127.505771,37.8265225,1,1
가평향교,경기 가평군 가평읍 호반로 1660-143,31,1,921096,127.5133533,37.74316844,1,6
가포수변공원,경남 창원시 마산합포구 가포본동7길 11-13,36,16,2783808,128.5842832,35.15528922,1,12
가포해안변공원,경남 창원시 마산합포구 드림베이대로 361,36,16,2864214,128.5901743,35.15755019,1,12
가학동지석묘,경기 광명시 가학동,31,4,736597,126.8568365,37.40854264,1,6
가학산,전남 완도군 소안면 미라리,38,18,799819,126.6593101,34.15221835,1,9
가호서원,경남 진주시 이반성면 용암길 59-2,36,13,1959464,128.3325771,35.16644732,1,6
가회동성당,서울 종로구 북촌로 57 (가회동),1,23,2733967,126.9846617,37.58208588,1,6
각골공원,경기 안산시 상록구 본오동,31,15,2863978,126.8741021,37.29147042,1,12
각사산촌생태마을,경남 합천군 가야면 야천로 101,36,21,538472,128.139775,35.77299765,1,10
각산,경남 사천시 동림동,36,8,129537,128.057121,34.94343689,1,9
각시바우오름,제주 서귀포시 호근동,39,3,1887368,126.5259918,33.27772715,1,9
각연사(괴산),충북 괴산군 칠성면 각연길 451,33,1,127241,127.9274861,36.75430414,1,6
각원사,충남 천안시 동남구 각원사길 245 (안서동),34,12,125885,127.1964301,36.83385679,1,6
각흘도,전남 진도군 조도면 관매작흘도길 6,38,21,580102,126.0510943,34.25776064,1,9
간곡서원,충남 부여군 임천면 성흥로283번길 31-4,34,6,1956297,126.908393,36.18254036,1,6
간데메공원,서울 동대문구 서울시립대로2길 59 (답십리동),1,11,2763807,127.0490783,37.57283534,1,12
간성향교,강원 고성군 간성읍 진부령로 2659,32,2,126792,128.4389748,38.37788147,1,6
간송옛집,서울 도봉구 시루봉로 149-18 (방학동),1,10,3483083,127.0282026,37.66494648,1,6
간월도 어리굴젓 기념탑,충남 서산시 부석면 간월도리,34,7,129181,126.416512,36.60974675,1,1
간월도 해양경관 탐방로,충남 서산시 부석면 간월도2길 30,34,7,3480015,126.4211701,36.60612225,1,9
간월도마을,충남 서산시 부석면 간월도리,34,7,129045,126.4227029,36.61928464,1,10
간월산,울산 울주군 상북면 간월산길 614,7,5,128213,129.048065,35.55616103,1,9
간월산 자연휴양림,울산 울주군 상북면 등억알프스로 607-15,7,5,128205,129.0560529,35.56710439,1,9
간월암(서산),충남 서산시 부석면 간월도1길 119-29,34,7,125880,126.411421,36.60383623,1,6
간월재,울산 울주군 상북면 간월산길 614,7,5,2723688,129.0453821,35.54824242,1,9
간월호 쉼터공원,충남 서산시 부석면 창리,34,7,2750389,126.3770097,36.62294733,1,12
간이해변,강원 속초시 청호동,32,5,3041720,128.594955,38.20421308,1,9
간재선생유지,전북 부안군 계화면 양지길 12,37,6,1608562,126.6371856,35.79430225,1,6
간절곶 등대,울산 울주군 서생면 간절곶1길 39-2,7,5,128022,129.3605738,35.3589668,1,9
간절곶 소망길,울산 울주군 서생면 나사리,7,5,2610509,129.3492111,35.35463374,1,9
간절곶소망우체통,울산 울주군 서생면 대송리,7,5,2871546,129.3611488,35.35880572,0,1
간현관광지,강원 원주시 소금산길 12,32,9,126644,127.8340575,37.36462936,1,12
갈거계곡,전북 진안군 정천면 휴양림길 77,37,14,129681,127.4377085,35.90854197,1,9
갈계숲,경남 거창군 북상면,36,2,1577238,127.8160257,35.77892728,1,9
갈골한과마을 명인의 집,강원 강릉시 사천면 중앙서로 62,32,1,2511669,128.8432832,37.82451477,0,0
갈기산,충북 영동군 양산면 호탄리,33,4,127781,127.6280084,36.11211383,1,9
갈남항,강원 삼척시 원덕읍 갈남리 99-20,32,4,2715990,129.3251151,37.28077578,1,9
갈두마을(땅끝마을),전남 해남군 송지면 땅끝마을길 82,38,23,129024,126.5285847,34.29980529,1,10
갈두천권역마을,충남 태안군 원북면 대기길 12-20,34,14,2629105,126.257477,36.79889722,1,10
갈론계곡,충북 괴산군 칠성면 칠성로10길 547,33,1,753397,127.8531905,36.7344745,1,9
갈마공원,대전 서구 한밭대로 664 (갈마동),3,3,3074319,127.3721884,36.35713407,1,12
갈마못(갈뫼못),제주 서귀포시 표선면 성읍리,39,3,1887381,126.8116979,33.38735295,1,9
갈매구릉산자락길,경기 구리시 산마루로 106 (갈매동),31,6,3447845,127.1238755,37.62808304,1,10
갈매중앙공원,경기 구리시 갈매동,31,6,3007381,127.1185814,37.63116315,1,12
갈맷길5코스,부산 강서구 동선동,6,1,3421778,128.8473273,35.0371378,1,9
갈멜정원,전남 보성군 웅치면 봉산리,38,10,3018842,127.0538845,34.70208835,1,9
갈모봉 산림욕장,경남 고성군 고성읍 갈모봉숲길 42,36,3,2613159,128.2676407,34.97183466,1,9
갈목도,전남 진도군 조도면 진목도갈목길 10,38,21,580288,125.9471912,34.30622579,1,9
갈목해변,충남 서천군 마서면 송석리,34,8,2750364,126.6359118,36.07704496,1,9
갈미한글공원,경기 의왕시 문화예술로 65,31,24,2749170,126.9849674,37.3780068,1,12
갈산공원,경기 양평군 양평읍 양평체육공원길 24,31,19,2755829,127.4973262,37.48368715,1,9
갈산근린공원,서울 양천구 신정동 162-56,1,19,1116925,126.8684105,37.50611763,1,12
갈음이해수욕장,충남 태안군 근흥면 정죽리,34,14,127311,126.1520087,36.69574899,1,9
갈중이(천연염색체험),제주 서귀포시 사계남로216번길 24-61 갈중이,39,3,635593,126.3136584,33.2351424,1,10
갈천동초가까치구멍집,경북 영덕군 창수면 장육사길 363,35,12,129010,129.3218943,36.59752886,1,6
갈천서당,경남 거창군 북상면 송계로 767-34,36,2,1577060,127.8160978,35.78089095,1,6
갈천서원,경남 고성군 대가면 갈천로 620,36,3,1959468,128.2510124,35.0480786,1,6
갈천약수터,강원 양양군 서면 구룡령로 1103-66,32,7,127535,128.5029086,37.90589319,1,9
갈치저수지,경기 군포시 속달로 129-49,31,7,2751315,126.9046676,37.33316613,1,9
갈현체육공원,인천 계양구 황어로 66 (갈현동),2,2,3061205,126.7285768,37.57772071,1,12
감곡매괴성모순례지성당,충북 음성군 감곡면 성당길 10,33,6,1114686,127.6411569,37.12139834,1,6
감낭오름,제주 서귀포시 안덕면 동광리,39,3,1887493,126.3454537,33.32255546,1,9
감로암(서울),서울 종로구 율곡로23길 16 (충신동),1,23,294439,127.0066515,37.5753815,1,6
감만시민부두,부산 남구 감만동 626-1,6,4,2788422,129.0687505,35.10970874,1,9
감못(부지),경북 경산시 감못둑길 20 (갑제동),35,1,3351911,128.7670624,35.83510211,1,12
감사공묘역,제주 제주시 조천읍 함대로 362,39,4,3082301,126.661147,33.51299497,1,6
감삼못공원,대구 서구 서대구로3길 43,4,6,1118418,128.5522335,35.8586427,1,12
감성공작소,강원 삼척시 대학로 13-1 (당저동),32,4,2820184,129.1631079,37.44237902,1,10
감성마을 이외수 문학관,강원 화천군 상서면 감성마을길 157,32,17,2569515,127.5162822,38.16657749,1,12
감수굴 밭담길,제주 제주시 구좌읍 평대7길 34,39,4,3056401,126.8432808,33.53105702,1,10
감악산 출렁다리,경기 파주시 적성면 설마천로 273-9,31,27,2569511,126.9446579,37.93901581,1,1
감악산(거창),경남 거창군 남상면 무촌리 산295번지 일원(신원면 구사리 산12-1 인근),36,2,1576464,127.9295566,35.5964222,1,9
감악산(원주),강원 원주시 신림면 황둔리,32,9,125600,128.1500301,37.23303098,1,9
감악산(파주),경기 파주시 적성면 감골길 48,31,27,125450,126.9520636,37.91214408,1,9
감악산항노화웰니스체험장,경남 거창군 신원면 연수사길 456,36,2,2755857,127.9199604,35.5901644,1,10
감응사(경북),경북 성주군 월항면 대산1길 234,35,10,294441,128.3325146,35.93473282,1,6
감중공원,인천 서구 가정로98번길 18,2,7,2767573,126.6736203,37.49323789,1,12
감지해변,부산 영도구 감지길 110,6,14,2785289,129.0764901,35.06253361,1,9
감천계곡,경남 창원시 마산회원구 내서읍 신감리,36,16,3070550,128.5126163,35.19190882,1,9
감천사(부산),부산 연제구 묘봉산로 40,6,13,294452,129.0912632,35.1833037,1,6
감천항,부산 서구 원양로 6,6,11,2785306,129.0128152,35.05479719,1,9
감추사,강원 동해시 해안로 120,32,3,2735620,129.126509,37.51467831,1,6
감추해변,강원 동해시 해안로 120,32,3,2714641,129.1267839,37.51478386,1,9
감포선착장,경북 경주시 감포읍 감포리,35,2,2732583,129.5058291,35.80504162,1,9
감포항,경북 경주시 감포읍 감포로,35,2,128677,129.5040375,35.80783294,1,9
감포해상공원,경북 경주시 감포로2길 93,35,2,3090394,129.5048653,35.80411393,1,9
갑곶돈대,인천 강화군 강화읍 해안동로1366번길 18,2,1,1254680,126.517114,37.7335377,1,6
갑곶순교성지,인천 강화군 강화읍 해안동로1366번길 35,2,1,2768133,126.5174945,37.73419597,1,6
갑사,충남 공주시 계룡면 갑사로 567-3,34,1,125891,127.187577,36.3650188,1,6
갑사계곡,충남 공주시 계룡면 갑사로 225,34,1,125833,127.1822107,36.36917934,1,9
갑선이오름,제주 서귀포시 표선면 가시로592번길,39,3,1887866,126.78104,33.36210524,1,9
갑오동학혁명 100주년 기념탑,전북 정읍시 내장호반로 214,37,13,1625103,126.9002222,35.50973351,1,1
갑장산,경북 상주시 지천1길 215-187 (지천동),35,9,126034,128.1854578,36.34804979,1,9
갑천,대전 유성구 봉명동,3,4,1623750,127.3687079,36.36754671,1,9
갓바위 문화타운,전남 목포시 남농로 135,38,8,126828,126.4209824,34.79365643,1,10
강경 구 연수당 건재 약방,충남 논산시 강경읍 옥녀봉로24번길 12-1,34,3,946216,127.0184336,36.16202239,1,6
강경 옥녀봉,충남 논산시 강경읍 북옥리,34,3,1182200,127.0119397,36.16490806,1,9
강경 중앙초등학교 강당,충남 논산시 강경읍 옥녀봉로 8,34,3,946451,127.0191725,36.16023094,1,6
강경구락부,충남 논산시 강경읍 계백로167번길 46-11,34,3,3082347,127.0155006,36.16184736,1,10
강경근대거리,충남 논산시 강경읍 옥녀봉로 30-5,34,3,2650372,127.0178754,36.16177241,1,10
강경미내다리,충남 논산시 채운면 삼거리,34,3,1627011,127.0319493,36.15285701,1,6
강경역사관,충남 논산시 강경읍 계백로167번길 50,34,3,946844,127.0152089,36.16208344,1,6
강경역사문화안내소(구 강경노동조합),충남 논산시 강경읍 옥녀봉로27번길 30-5,34,3,946712,127.0146368,36.16102522,1,6
강구안,경남 통영시 중앙동,36,17,753302,128.4242054,34.84364625,1,9
강구안 보도교,경남 통영시 동호동,36,17,2987217,128.4267219,34.84173818,1,1
강구항,경북 영덕군 강구면 강구리 253-51,35,12,988459,129.3900037,36.35929893,1,9
강나루생태공원,경남 함안군 칠서면 삼칠로 1235-50,36,19,2712922,128.5092307,35.38982539,1,9
강남,서울 강남구 역삼동,1,1,264570,127.0281574,37.49704654,1,10
강남 마이스 관광특구,서울 강남구 영동대로 513,1,1,2456536,127.0591319,37.51180927,1,0
강남축구공원,강원 강릉시 남부로 222 (노암동),32,1,2776846,128.9074799,37.74365871,1,12
강당골 산촌체험관,충남 아산시 송악면 강당로 187-5,34,9,801339,127.0158579,36.71703926,1,10
강당골계곡,충남 아산시 송악면 강당리 강당골,34,9,125831,127.0221465,36.70532405,1,9
강댕이 미륵불,충남 서산시 운산면 마애삼존불길 18-1,34,7,129132,126.6025047,36.77781114,1,6
강덕사,전남 강진군 군동면 호라길 199-39,38,1,1957338,126.8026827,34.65442283,1,6
강동 워터파크,경북 경주시 보불로 391 (천군동),35,2,2044527,129.3056851,35.81793359,1,12
강동 해수온천,울산 북구 동해안로 1418,7,4,1624227,129.4505699,35.61385654,0,7
강동 화암 주상절리,울산 북구 산하동 952-1번지 일원,7,4,772462,129.4424756,35.63419854,1,9
강동리조트 프라이빗콘도,경북 경주시 보불로 391,35,2,2756802,129.2952942,35.82280506,1,0
강동몽돌해변,울산 북구 산하동,7,4,128199,129.442398,35.62783815,1,9
강동사랑길,울산 북구 구유동,7,4,2822414,129.4519309,35.61534251,1,2
강동예찬시비,서울 강동구 천호동,1,2,127377,127.1207004,37.54268735,1,1
강따라 방림 가는길,강원 평창군 대화면 가평로 181-8,32,15,2799025,128.458657,37.44968403,1,9
강릉 3.1운동 기념공원,강원 강릉시 저동,32,1,2900682,128.9002178,37.79729959,1,12
강릉 경포대,강원 강릉시 경포로 365,32,1,125790,128.8965126,37.79556916,1,6
강릉 경포해수욕장,강원 강릉시 창해로 514,32,1,128758,128.9074446,37.80572931,1,9
강릉 굴산사지,강원 강릉시 구정면 학산리,32,1,125769,128.8918047,37.70726817,1,6
강릉 남산공원,강원 강릉시 노암동,32,1,3022373,128.8934282,37.74805515,1,12
강릉 녹색도시체험센터,강원 강릉시 강릉대로 33,32,1,2465063,128.8758158,37.75218489,0,0
강릉 대공산성,강원 강릉시 성산면 보현길 396,32,1,126897,128.7693064,37.73662628,1,6
강릉 대기리마을,강원 강릉시 왕산면 왕산로 1327,32,1,128293,128.7776436,37.58831859,1,10
강릉 대도호부 관아,강원 강릉시 임영로131번길 6,32,1,2605187,128.8921226,37.75327674,1,6
강릉 명주동 거리,강원 강릉시 명주동,32,1,2628994,128.8927254,37.75113811,1,10
강릉 모래내 한과마을(갈골한과),강원 강릉시 사천면 한과마을길 20,32,1,1086405,128.8328345,37.81382969,1,10
강릉 방동리 무궁화,강원 강릉시 사천면 가마골길 22-8,32,1,3069504,128.8639368,37.82743428,1,9
강릉 복사꽃마을,강원 강릉시 신리천로 527-3 복사꽃정보마을센타,32,1,128359,128.7773763,37.88013482,1,10
강릉 선교장,강원 강릉시 운정길 63,32,1,125800,128.8850778,37.78655887,1,6
강릉 솔향수목원,강원 강릉시 구정면 수목원길 156,32,1,2414769,128.861741,37.69791589,1,9
강릉 수리골 고택,강원 강릉시 운정길 125,32,1,128759,128.8911356,37.78620903,1,6
강릉 안목해맞이공원,강원 강릉시 견소동,32,1,2706354,128.9451478,37.7743309,1,12
강릉 오금집,강원 강릉시 강릉대로210번길 23-9 (임당동),32,1,2702581,128.8940418,37.75637087,1,6
강릉 오죽헌,강원 강릉시 율곡로3139번길 24,32,1,125789,128.8776815,37.77876518,1,6
강릉 월화거리,강원 강릉시 금성로11번길 9,32,1,2588752,128.8974471,37.75590154,1,10
강릉 임영관 삼문,강원 강릉시 임영로131번길 6,32,1,125788,128.8917699,37.75313786,1,6
강릉 통일공원,강원 강릉시 율곡로 1715-38 통일안보전시관,32,1,126898,128.9984085,37.72046039,1,6
강릉 한복 문화 창작소,강원 강릉시 동부시장3길 9 (옥천동),32,1,3379937,128.9006134,37.75881516,1,10
강릉 한울타리마을,강원 강릉시 옥계면 북동용소길 137,32,1,128360,128.9747779,37.61283903,1,10
강릉 해살이마을,강원 강릉시 사천면 중앙서로 557-1,32,1,129337,128.810976,37.79292613,1,10
강릉 해운정,강원 강릉시 운정길 125,32,1,129584,128.8911356,37.78620903,1,6
강릉수월래,강원 강릉시 죽헌길9번길 17 (유천동),32,1,3050590,128.8737571,37.76901623,1,10
강릉시강남축구공원,강원 강릉시 남부로 226 (노암동),32,1,3406885,128.9062745,37.74180335,1,12
강릉아기동물농장,강원 강릉시 해안로 1121-144,32,1,2804474,128.8611226,37.84625982,1,10
강릉아트센터,강원 강릉시 종합운동장길 84,32,1,2774698,128.8954273,37.77169968,1,10
강릉안반데기관광농원,강원 강릉시 안반데기1길 203,32,1,2930702,128.7400519,37.60879327,1,10
강릉커피거리,강원 강릉시 창해로14번길 20-1,32,1,2414791,128.9473504,37.77265058,1,10
강릉항,강원 강릉시 창해로14번길 55-11,32,1,2731193,128.9517473,37.77140359,1,9
강릉향교,강원 강릉시 명륜로 29,32,1,125787,128.895247,37.76355617,1,6
강문솟대다리,강원 강릉시 강문동 248-4,32,1,2721544,128.9167802,37.7978304,1,1
강문해변,강원 강릉시 창해로 352,32,1,585522,128.9190439,37.79485302,1,9
강변공원,경북 김천시 강변공원길 169,35,6,2753909,128.0905362,36.1289258,1,12
강변스파랜드,서울 광진구 구의강변로 45 (구의동),1,6,128961,127.0913228,37.53493772,0,7
강변저류지,강원 영월군 영월읍 방절리 263-4,32,8,2702651,128.4483743,37.18026489,1,9
강북 아리수 정수센터,경기 남양주시 고산로 171,31,9,2462890,127.1891399,37.59377432,0,0
강상체육공원,경기 양평군 강상면 양평대교길 79,31,19,2765231,127.4859661,37.48328977,1,12
강서습지생태공원,서울 강서구 양천로27길 279-23,1,4,809490,126.8171491,37.58608798,1,9
강서역사문화거리,서울 강서구 양천로 291 (마곡동),1,4,3043735,126.8366643,37.57223438,1,10
강서체육공원,부산 강서구 체육공원로 43 (대저1동),6,1,3015292,128.973895,35.20785711,1,12
강서한강공원,서울 강서구 양천로27길 279-23 (방화동),1,4,2733968,126.8171602,37.58609353,1,12
강선대,충북 영동군 양산면 봉곡리 756-1,33,4,2743393,127.6957323,36.13520963,1,6
강성서원,전남 장흥군 유치면 유치로 70,38,20,1957340,126.8342347,34.80152905,1,6
강씨봉,경기 포천시 일동면 사직리,31,29,125481,127.3824087,37.96918694,1,9
강씨봉 자연휴양림,경기 가평군 북면 논남기길 520,31,1,2774103,127.4083868,37.97000677,1,9
강아지숲,강원 춘천시 남산면 충효로 437,32,13,2705409,127.66204,37.73648863,1,12
강양항,울산 울주군 온산읍 강양길 123,7,5,2788447,129.3465492,35.39074075,1,9
강양향교,경남 합천군 합천읍 충효로1길 5-14,36,21,1622799,128.1612399,35.56368561,1,6
강영천효자문,경기 가평군 북면 논남기길 402-19,31,1,1201163,127.4214079,37.96897657,1,6
